<TIME>,<LAST>
072238,68.162000000
072238,68.161000000
072238,68.161000000
072239,68.161000000
072239,68.159000000
072240,68.159000000
072240,68.161000000
072241,68.161000000
072241,68.161000000
072242,68.161000000
072242,68.164000000
072242,68.163000000
072243,68.163000000
072244,68.163000000
072245,68.163000000
072246,68.163000000
072247,68.163000000
072248,68.163000000
072249,68.163000000
072249,68.161000000
072250,68.161000000
072250,68.155000000
072251,68.158000000
072251,68.158000000
072251,68.150000000
072252,68.158000000
072252,68.158000000
072253,68.156000000
072253,68.156000000
072254,68.154000000
072254,68.154000000
072255,68.154000000
072255,68.154000000
072255,68.153000000
072256,68.157000000
072257,68.157000000
072257,68.160000000
072258,68.160000000
072258,68.159000000
072259,68.159000000
072259,68.157000000
072300,68.157000000
072300,68.157000000
072300,68.155800000
072300,68.157000000
072301,68.155000000
072301,68.155000000
072302,68.154000000
072302,68.154000000
072303,68.153000000
072303,68.153000000
072304,68.154000000
072304,68.154000000
072304,68.109000000
072305,68.154000000
072305,68.154000000
072306,68.154000000
072306,68.154000000
072307,68.154000000
072307,68.154000000
072308,68.154000000
072308,68.154000000
072309,68.151000000
072309,68.150000000
072310,68.152000000
072310,68.152000000
072311,68.152000000
072311,68.152000000
072312,68.151000000
072312,68.151000000
072313,68.152000000
072313,68.152000000
072314,68.152000000
072314,68.152000000
072315,68.155000000
072315,68.155000000
072316,68.155000000
072316,68.155000000
072316,68.149000000
072317,68.149000000
072317,68.149000000
072318,68.149000000
072318,68.148000000
072319,68.148000000
072319,68.148000000
072320,68.147000000
072321,68.147000000
072321,68.133000000
072321,68.138000000
072323,68.137000000
072323,68.137000000
072323,68.133000000
072324,68.134000000
072325,68.131000000
072326,68.129000000
072327,68.131000000
072328,68.135000000
072329,68.135000000
072329,68.131000000
072329,68.131000000
072330,68.131000000
072330,68.131000000
072330,68.132000000
072331,68.132000000
072331,68.133000000
072332,68.133000000
072332,68.133000000
072333,68.133000000
072333,68.129000000
072334,68.134500000
072334,68.094000000
072334,68.128000000
072334,68.128000000
072335,68.128000000
072335,68.128000000
072336,68.131000000
072336,68.132000000
072338,68.132000000
072338,68.132000000
072339,68.128000000
072340,68.128000000
072340,68.126000000
072341,68.128000000
072341,68.128000000
072342,68.131000000
072342,68.131000000
072343,68.131000000
072343,68.125000000
072344,68.128000000
072344,68.131000000
072344,68.131000000
072345,68.133000000
072345,68.133000000
072346,68.131000000
072346,68.131000000
072347,68.134000000
072347,68.134000000
072348,68.134000000
072348,68.134000000
072349,68.132000000
072349,68.132000000
072350,68.134000000
072350,68.129000000
072350,68.129000000
072351,68.129000000
072351,68.125000000
072351,68.132000000
072352,68.132000000
072352,68.132000000
072353,68.132000000
072353,68.132000000
072354,68.132000000
072354,68.130000000
072355,68.130000000
072355,68.131000000
072356,68.131000000
072356,68.134000000
072357,68.136000000
072358,68.137000000
072358,68.137000000
072359,68.134000000
072400,68.134000000
072401,68.132000000
072401,68.132000000
072401,68.134000000
072402,68.137000000
072402,68.137000000
072403,68.138000000
072403,68.136000000
072403,68.136000000
072404,68.134000000
072404,68.134000000
072404,68.098000000
072405,68.134000000
072405,68.136000000
072406,68.136000000
072406,68.139000000
072407,68.139000000
072407,68.137800000
072407,68.139000000
072408,68.139000000
072408,68.139000000
072409,68.139000000
072409,68.138000000
072410,68.138000000
072410,68.139000000
072410,68.139000000
072411,68.138000000
072412,68.138000000
072412,68.139000000
072412,68.139000000
072413,68.139000000
072414,68.139000000
072414,68.138000000
072415,68.138000000
072415,68.138000000
072416,68.137000000
072417,68.137000000
072417,68.137000000
072418,68.137000000
072418,68.136000000
072419,68.136000000
072421,68.137000000
072421,68.131000000
072422,68.135000000
072423,68.135000000
072424,68.135000000
072425,68.135000000
072426,68.135000000
072426,68.138000000
072427,68.138000000
072427,68.138000000
072428,68.138000000
072428,68.139000000
072429,68.139000000
072429,68.139000000
072430,68.139000000
072430,68.139000000
072431,68.139000000
072431,68.135000000
072431,68.135000000
072432,68.135000000
072433,68.135000000
072433,68.136000000
072434,68.136000000
072434,68.135000000
072434,68.099000000
072435,68.135000000
072435,68.136000000
072436,68.136000000
072436,68.136000000
072437,68.136000000
072438,68.135000000
072438,68.135600000
072439,68.135000000
072439,68.135000000
072440,68.135000000
072440,68.132000000
072441,68.132000000
072441,68.134000000
072442,68.134000000
072442,68.133000000
072443,68.133000000
072443,68.134000000
072444,68.134000000
072444,68.133000000
072445,68.133000000
072445,68.133000000
072446,68.133000000
072446,68.134000000
072447,68.134000000
072448,68.133000000
072450,68.134000000
072451,68.129000000
072451,68.135000000
072452,68.135000000
072453,68.135000000
072454,68.134000000
072456,68.134000000
072458,68.134000000
072500,68.134000000
072500,68.164000000
072501,68.136000000
072501,68.136000000
072502,68.136000000
072502,68.136000000
072503,68.136000000
072504,68.133000000
072505,68.129000000
072505,68.096000000
072505,68.129000000
072506,68.130000000
072507,68.130000000
072508,68.130000000
072509,68.131000000
072509,68.131000000
072510,68.140000000
072510,68.132000000
072511,68.139000000
072511,68.139000000
072512,68.136000000
072512,68.136000000
072513,68.136000000
072514,68.137000000
072514,68.150000000
072514,68.139000000
072515,68.138000000
072515,68.138000000
072516,68.140000000
072516,68.140000000
072516,68.140000000
072517,68.142000000
072517,68.142000000
072518,68.142000000
072518,68.142000000
072519,68.139000000
072519,68.139000000
072520,68.139000000
072520,68.142000000
072521,68.142000000
072521,68.146000000
072521,68.146000000
072521,68.140000000
072522,68.145000000
072522,68.145000000
072523,68.145000000
072523,68.145000000
072524,68.145000000
072525,68.143000000
072526,68.140000000
072526,68.141000000
072526,68.145000000
072527,68.145000000
072527,68.146000000
072528,68.146000000
072528,68.141000000
072529,68.141000000
072529,68.137000000
072529,68.137000000
072530,68.137000000
072531,68.138000000
072532,68.141000000
072532,68.141000000
072533,68.141000000
072533,68.141000000
072534,68.141000000
072535,68.139000000
072535,68.100000000
072535,68.138000000
072536,68.138000000
072536,68.141000000
072537,68.141000000
072537,68.139000000
072538,68.139000000
072538,68.138000000
072539,68.138000000
072539,68.135000000
072540,68.135000000
072540,68.135000000
072541,68.135000000
072541,68.139000000
072541,68.139000000
072542,68.140800000
072542,68.139000000
072542,68.139000000
072543,68.138000000
072543,68.138000000
072544,68.139000000
072544,68.139000000
072545,68.136000000
072545,68.136000000
072546,68.136000000
072546,68.136000000
072547,68.141000000
072547,68.141000000
072547,68.146000000
072548,68.146000000
072548,68.141000000
072549,68.138000000
072550,68.140000000
072551,68.140000000
072551,68.138000000
072551,68.142000000
072552,68.142000000
072552,68.142000000
072553,68.142000000
072553,68.142000000
072554,68.142000000
072554,68.142000000
072555,68.142000000
072555,68.141000000
072556,68.141000000
072556,68.142000000
072557,68.142000000
072557,68.142000000
072558,68.142000000
072558,68.142000000
072559,68.142000000
072559,68.142000000
072600,68.142000000
072600,68.141000000
072601,68.141000000
072601,68.141000000
072602,68.141000000
072603,68.142000000
072603,68.142000000
072604,68.141000000
072604,68.141000000
072605,68.141000000
072605,68.141000000
072605,68.103000000
072606,68.142000000
072607,68.142000000
072607,68.144000000
072608,68.144000000
072609,68.144000000
072609,68.142000000
072610,68.142000000
072610,68.141000000
072611,68.141000000
072611,68.146000000
072612,68.146000000
072612,68.142000000
072613,68.145200000
072613,68.142000000
072614,68.142000000
072615,68.140000000
072615,68.150000000
072615,68.150000000
072615,68.139000000
072616,68.146000000
072616,68.147000000
072617,68.151000000
072617,68.151000000
072618,68.151000000
072618,68.151000000
072619,68.154000000
072619,68.154000000
072620,68.150000000
072620,68.150000000
072621,68.152000000
072621,68.152000000
072621,68.145000000
072622,68.149000000
072622,68.148000000
072623,68.150000000
072623,68.150000000
072623,68.155000000
072624,68.155000000
072624,68.151000000
072625,68.151000000
072625,68.147000000
072626,68.147000000
072626,68.147000000
072627,68.147000000
072627,68.146000000
072628,68.146000000
072628,68.145000000
072628,68.145000000
072629,68.145000000
072630,68.145000000
072630,68.147000000
072631,68.147000000
072631,68.147000000
072632,68.147000000
072632,68.150000000
072632,68.150000000
072633,68.151000000
072633,68.151000000
072634,68.147000000
072634,68.146000000
072635,68.148000000
072635,68.148000000
072635,68.114000000
072636,68.145000000
072636,68.145000000
072637,68.146000000
072637,68.146000000
072638,68.146000000
072638,68.146000000
072639,68.146000000
072639,68.146000000
072640,68.147000000
072640,68.147000000
072641,68.147000000
072641,68.151000000
072642,68.151000000
072642,68.149000000
072643,68.149000000
072643,68.149000000
072644,68.153700000
072644,68.146000000
072645,68.146000000
072645,68.148000000
072646,68.148000000
072646,68.147000000
072646,68.147000000
072647,68.150000000
072647,68.150000000
072648,68.150000000
072649,68.148000000
072649,68.148000000
072650,68.146000000
072650,68.146000000
072651,68.147000000
072651,68.147000000
072651,68.145000000
072652,68.149000000
072652,68.149000000
072653,68.150000000
072653,68.150000000
072654,68.151000000
072654,68.151000000
072655,68.148000000
072655,68.148000000
072656,68.149000000
072656,68.149000000
072657,68.147000000
072657,68.147000000
072658,68.147000000
072658,68.147000000
072659,68.147000000
072659,68.147000000
072700,68.146000000
072700,68.146000000
072701,68.145000000
072701,68.145000000
072702,68.142000000
072702,68.141000000
072703,68.141000000
072703,68.141000000
072704,68.148000000
072704,68.148000000
072705,68.145000000
072705,68.145000000
072705,68.109000000
072706,68.144000000
072706,68.144000000
072707,68.148000000
072707,68.148000000
072708,68.148000000
072708,68.148000000
072709,68.148000000
072709,68.148000000
072710,68.148000000
072710,68.148000000
072711,68.150000000
072711,68.150000000
072712,68.151000000
072712,68.151000000
072713,68.151000000
072713,68.151000000
072713,68.147000000
072714,68.147000000
072714,68.147000000
072715,68.152100000
072715,68.147000000
072715,68.148000000
072716,68.148000000
072716,68.151000000
072717,68.151000000
072717,68.151000000
072718,68.151000000
072718,68.151000000
072719,68.151000000
072719,68.148000000
072720,68.148000000
072720,68.147000000
072721,68.147000000
072721,68.146000000
072721,68.148000000
072722,68.148000000
072723,68.148000000
072723,68.148000000
072723,68.151000000
072724,68.151000000
072724,68.151000000
072725,68.151000000
072725,68.150000000
072726,68.150000000
072726,68.148000000
072727,68.148000000
072727,68.142000000
072728,68.142000000
072728,68.142000000
072729,68.148000000
072729,68.148000000
072730,68.148000000
072730,68.148000000
072731,68.147000000
072731,68.147000000
072732,68.148000000
072732,68.148000000
072733,68.147000000
072733,68.147000000
072734,68.147000000
072734,68.147000000
072735,68.147000000
072735,68.112000000
072736,68.147000000
072736,68.147000000
072737,68.147000000
072737,68.147000000
072738,68.148000000
072738,68.148000000
072739,68.150000000
072739,68.150000000
072740,68.147000000
072740,68.137000000
072741,68.124000000
072741,68.124000000
072741,68.122000000
072742,68.118000000
072742,68.118000000
072743,68.118000000
072743,68.118000000
072744,68.118000000
072744,68.118000000
072745,68.114000000
072745,68.112000000
072746,68.112000000
072746,68.119100000
072746,68.112000000
072747,68.109000000
072747,68.114000000
072748,68.114000000
072748,68.115000000
072749,68.116000000
072750,68.117000000
072750,68.117000000
072751,68.115000000
072751,68.115000000
072751,68.124000000
072752,68.115000000
072752,68.115000000
072753,68.115000000
072754,68.118000000
072754,68.118000000
072755,68.114000000
072755,68.113000000
072756,68.113000000
072756,68.113000000
072757,68.113000000
072757,68.113000000
072758,68.113000000
072758,68.113000000
072759,68.113000000
072759,68.113000000
072800,68.116000000
072800,68.116000000
072801,68.116000000
072801,68.116000000
072802,68.116000000
072802,68.116000000
072803,68.116000000
072803,68.116000000
072804,68.112000000
072804,68.112000000
072805,68.114000000
072805,68.114000000
072806,68.084000000
072806,68.115000000
072806,68.115000000
072807,68.132000000
072807,68.110000000
072807,68.114000000
072808,68.115000000
072808,68.115000000
072809,68.109000000
072809,68.109000000
072810,68.109000000
072810,68.109000000
072811,68.111000000
072811,68.111000000
072812,68.117000000
072813,68.118000000
072814,68.119000000
072814,68.119000000
072815,68.124000000
072816,68.124000000
072817,68.118000000
072818,68.118000000
072818,68.128100000
072818,68.124000000
072819,68.122000000
072820,68.123000000
072821,68.123000000
072821,68.121000000
072822,68.124000000
072823,68.118000000
072824,68.120000000
072825,68.121000000
072826,68.123000000
072827,68.125000000
072828,68.121000000
072828,68.118000000
072828,68.118000000
072829,68.111000000
072829,68.111000000
072830,68.114000000
072830,68.114000000
072831,68.116000000
072831,68.119000000
072832,68.119000000
072832,68.120000000
072833,68.120000000
072833,68.123000000
072833,68.123000000
072834,68.121000000
072834,68.121000000
072834,68.115000000
072835,68.115000000
072835,68.116000000
072836,68.084000000
072836,68.116000000
072836,68.119000000
072837,68.119000000
072837,68.118000000
072838,68.118000000
072838,68.115000000
072839,68.115000000
072839,68.118000000
072840,68.118000000
072840,68.122000000
072841,68.122000000
072841,68.122000000
072841,68.126000000
072842,68.126000000
072843,68.127000000
072844,68.125000000
072845,68.125000000
072846,68.125000000
072846,68.127000000
072847,68.127000000
072847,68.127000000
072848,68.127000000
072848,68.124000000
072849,68.124000000
072849,68.124000000
072850,68.124000000
072850,68.127700000
072850,68.127000000
072851,68.127000000
072851,68.126000000
072851,68.122000000
072852,68.126000000
072852,68.126000000
072853,68.127000000
072853,68.127000000
072854,68.127000000
072854,68.122000000
072855,68.122000000
072855,68.121000000
072855,68.124000000
072856,68.121000000
072856,68.122000000
072857,68.125000000
072857,68.125000000
072858,68.128000000
072858,68.128000000
072859,68.129000000
072859,68.129000000
072900,68.133000000
072900,68.127000000
072901,68.127000000
072901,68.130000000
072903,68.135000000
072904,68.131000000
072906,68.129000000
072906,68.092000000
072906,68.134000000
072906,68.134000000
072907,68.139000000
072907,68.139000000
072908,68.138000000
072908,68.138000000
072909,68.138000000
072909,68.129000000
072910,68.128000000
072911,68.134000000
072911,68.134000000
072911,68.136000000
072912,68.136000000
072912,68.136000000
072913,68.136000000
072913,68.137000000
072913,68.137000000
072914,68.130000000
072914,68.130000000
072915,68.127000000
072915,68.127000000
072916,68.127000000
072916,68.127000000
072917,68.129000000
072917,68.129000000
072918,68.128000000
072918,68.128000000
072919,68.128000000
072919,68.128000000
072920,68.127000000
072920,68.127000000
072921,68.128000000
072921,68.128000000
072921,68.130000000
072922,68.129000000
072922,68.129000000
072923,68.132000000
072923,68.132000000
072924,68.132000000
072924,68.132000000
072925,68.130000000
072925,68.130000000
072926,68.130000000
072926,68.130000000
072927,68.132000000
072927,68.132000000
072928,68.132000000
072928,68.132000000
072928,68.131500000
072929,68.131000000
072929,68.131000000
072930,68.131000000
072930,68.131000000
072931,68.131000000
072931,68.131000000
072932,68.131000000
072933,68.131000000
072933,68.131000000
072934,68.131000000
072934,68.131000000
072935,68.133000000
072935,68.133000000
072936,68.134000000
072936,68.134000000
072936,68.097000000
072937,68.136000000
072937,68.136000000
072938,68.136000000
072938,68.136000000
072938,68.136000000
072939,68.136000000
072939,68.133000000
072940,68.133000000
072940,68.134000000
072941,68.138000000
072942,68.137000000
072943,68.137000000
072943,68.138000000
072944,68.138000000
072945,68.138000000
072946,68.138000000
072947,68.138000000
072948,68.138000000
072949,68.138000000
072950,68.138000000
072951,68.138000000
072951,68.137000000
072951,68.150000000
072952,68.138000000
072953,68.138000000
072954,68.139000000
072955,68.139000000
072956,68.139000000
072956,68.138000000
072957,68.138000000
072958,68.138000000
072959,68.138000000
072959,68.136000000
073000,68.150000000
073000,68.137000000
073000,68.137300000
073001,68.138000000
073003,68.138000000
073004,68.137000000
073006,68.138000000
073006,68.099000000
073007,68.138000000
073008,68.137000000
073011,68.137000000
073012,68.138000000
073013,68.137000000
073014,68.137000000
073015,68.137000000
073016,68.138000000
073017,68.138000000
073018,68.136000000
073020,68.137000000
073021,68.138000000
073021,68.135000000
073022,68.134000000
073023,68.133000000
073024,68.133000000
073025,68.136000000
073026,68.133000000
073027,68.133000000
073028,68.132000000
073029,68.134000000
073030,68.133000000
073031,68.137000000
073031,68.147000000
073031,68.147000000
073032,68.135800000
073032,68.145000000
073032,68.145000000
073033,68.145000000
073034,68.142000000
073034,68.142000000
073035,68.138000000
073035,68.138000000
073036,68.136000000
073036,68.132000000
073036,68.101000000
073037,68.132000000
073037,68.133000000
073038,68.133000000
073038,68.135000000
073038,68.135000000
073038,68.132000000
073039,68.132000000
073039,68.131000000
073040,68.127000000
073040,68.127000000
073041,68.132000000
073043,68.132000000
073043,68.123000000
073044,68.130000000
073044,68.140000000
073044,68.130000000
073044,68.127000000
073045,68.130000000
073045,68.130000000
073046,68.129000000
073046,68.129000000
073047,68.127000000
073047,68.127000000
073048,68.129000000
073048,68.129000000
073049,68.128000000
073049,68.128000000
073050,68.127000000
073050,68.127000000
073051,68.128000000
073051,68.128000000
073052,68.129000000
073052,68.129000000
073053,68.128000000
073053,68.128000000
073054,68.125000000
073054,68.125000000
073055,68.125000000
073055,68.125000000
073056,68.121000000
073056,68.118000000
073057,68.118000000
073057,68.118000000
073058,68.119000000
073058,68.119000000
073059,68.118000000
073059,68.118000000
073100,68.115000000
073100,68.115000000
073100,68.124000000
073101,68.124000000
073101,68.129000000
073102,68.129000000
073102,68.128000000
073103,68.128000000
073103,68.127000000
073103,68.128900000
073104,68.127000000
073104,68.127000000
073105,68.127000000
073105,68.127000000
073106,68.127000000
073106,68.127000000
073107,68.127000000
073107,68.088000000
073107,68.127000000
073108,68.127000000
073108,68.128000000
073109,68.128000000
073109,68.128000000
073110,68.128000000
073110,68.128000000
073111,68.129000000
073111,68.131000000
073112,68.131000000
073112,68.134000000
073113,68.134000000
073113,68.134000000
073114,68.134000000
073114,68.134000000
073115,68.134000000
073115,68.134000000
073116,68.134000000
073116,68.134000000
073118,68.134000000
073119,68.134000000
073121,68.134000000
073121,68.134000000
073121,68.133000000
073122,68.134000000
073122,68.134000000
073123,68.132000000
073123,68.132000000
073124,68.132000000
073124,68.132000000
073125,68.132000000
073125,68.132000000
073126,68.131000000
073127,68.132000000
073128,68.132000000
073129,68.133000000
073130,68.133000000
073131,68.133000000
073132,68.134000000
073133,68.132000000
073134,68.132000000
073134,68.128000000
073134,68.132400000
073135,68.128000000
073135,68.128000000
073136,68.128000000
073136,68.127000000
073137,68.127000000
073137,68.090000000
073137,68.128000000
073138,68.128000000
073138,68.126000000
073138,68.126000000
073139,68.128000000
073140,68.128000000
073140,68.128000000
073141,68.128000000
073141,68.128000000
073142,68.128000000
073142,68.128000000
073142,68.128000000
073143,68.126000000
073143,68.126000000
073144,68.128000000
073144,68.128000000
073145,68.131000000
073145,68.131000000
073146,68.132000000
073146,68.132000000
073147,68.132000000
073147,68.132000000
073148,68.130000000
073148,68.130000000
073149,68.130000000
073149,68.130000000
073150,68.130000000
073150,68.130000000
073151,68.130000000
073151,68.130000000
073151,68.137000000
073152,68.138000000
073152,68.142000000
073153,68.142000000
073153,68.142000000
073154,68.142000000
073154,68.141000000
073155,68.141000000
073155,68.140000000
073156,68.140000000
073156,68.141000000
073157,68.141000000
073157,68.141000000
073158,68.141000000
073158,68.140000000
073159,68.140000000
073159,68.141000000
073200,68.141000000
073200,68.139000000
073201,68.139000000
073201,68.139000000
073202,68.139000000
073202,68.139000000
073203,68.139000000
073203,68.139000000
073204,68.139000000
073205,68.139000000
073205,68.139000000
073206,68.139000000
073207,68.139000000
073207,68.139000000
073207,68.100000000
073208,68.139000000
073208,68.141400000
073208,68.141000000
073209,68.142000000
073209,68.142000000
073210,68.142000000
073210,68.142000000
073211,68.141000000
073211,68.141000000
073212,68.141000000
073212,68.141000000
073213,68.142000000
073213,68.142000000
073214,68.142000000
073215,68.141000000
073216,68.140000000
073217,68.139000000
073218,68.138000000
073219,68.139000000
073220,68.139000000
073221,68.143000000
073221,68.137000000
073222,68.143000000
073223,68.141000000
073224,68.142000000
073225,68.141000000
073226,68.138000000
073226,68.138000000
073227,68.138000000
073227,68.138000000
073228,68.138000000
073228,68.138000000
073229,68.138000000
073229,68.139000000
073230,68.139000000
073230,68.141000000
073230,68.141000000
073231,68.141000000
073231,68.138000000
073232,68.139000000
073232,68.139000000
073233,68.139000000
073233,68.139000000
073234,68.138000000
073234,68.138000000
073235,68.139000000
073235,68.139000000
073236,68.137000000
073236,68.137000000
073237,68.140000000
073237,68.140000000
073238,68.140000000
073238,68.140000000
073239,68.139500000
073239,68.141000000
073239,68.141000000
073240,68.141000000
073240,68.141000000
073241,68.139000000
073241,68.139000000
073242,68.139000000
073242,68.098000000
073243,68.139000000
073243,68.138000000
073244,68.138000000
073244,68.138000000
073245,68.138000000
073245,68.139000000
073246,68.139000000
073246,68.139000000
073247,68.139000000
073247,68.141000000
073248,68.141000000
073248,68.138000000
073249,68.138000000
073249,68.138000000
073250,68.138000000
073250,68.138000000
073251,68.138000000
073251,68.138000000
073251,68.135000000
073252,68.138000000
073252,68.138000000
073253,68.138000000
073256,68.138000000
073257,68.139000000
073258,68.139000000
073259,68.138000000
073300,68.138000000
073300,68.138000000
073300,68.141000000
073301,68.141000000
073301,68.142000000
073302,68.142000000
073302,68.143000000
073303,68.143000000
073304,68.140000000
073304,68.140000000
073305,68.139000000
073305,68.139000000
073306,68.139000000
073306,68.139000000
073307,68.140000000
073307,68.140000000
073307,68.141000000
073308,68.142000000
073308,68.145000000
073309,68.145000000
073309,68.144000000
073310,68.145400000
073310,68.144000000
073310,68.145000000
073311,68.145000000
073311,68.103000000
073311,68.145000000
073312,68.145000000
073312,68.145000000
073313,68.145000000
073313,68.145000000
073314,68.145000000
073314,68.145000000
073318,68.145000000
073319,68.144000000
073320,68.144000000
073321,68.144000000
073321,68.139000000
073322,68.143000000
073323,68.144000000
073324,68.145000000
073326,68.145000000
073327,68.145000000
073328,68.144000000
073328,68.147000000
073329,68.147000000
073329,68.146000000
073330,68.146000000
073331,68.145000000
073331,68.145000000
073332,68.145000000
073332,68.145000000
073333,68.146000000
073333,68.146000000
073334,68.146000000
073335,68.146000000
073335,68.146000000
073336,68.145000000
073336,68.145000000
073336,68.145000000
073337,68.145000000
073338,68.146000000
073338,68.146000000
073339,68.146000000
073339,68.146000000
073339,68.147000000
073340,68.147000000
073341,68.147000000
073341,68.147000000
073342,68.147000000
073342,68.147000000
073342,68.103000000
073343,68.147000000
073343,68.147000000
073344,68.147000000
073344,68.147000000
073345,68.148000000
073345,68.148000000
073346,68.146000000
073346,68.147700000
073346,68.146000000
073346,68.147000000
073347,68.147000000
073348,68.147000000
073348,68.147000000
073349,68.146000000
073349,68.146000000
073349,68.147000000
073350,68.147000000
073351,68.147000000
073351,68.147000000
073351,68.142000000
073352,68.147000000
073352,68.147000000
073353,68.147000000
073353,68.147000000
073354,68.147000000
073355,68.147000000
073355,68.147000000
073356,68.147000000
073356,68.147000000
073357,68.147000000
073357,68.147000000
073358,68.148000000
073358,68.148000000
073358,68.147000000
073359,68.147000000
073400,68.145000000
073400,68.145000000
073401,68.146000000
073401,68.146000000
073402,68.147000000
073402,68.147000000
073403,68.147000000
073403,68.147000000
073404,68.146000000
073404,68.146000000
073405,68.146000000
073406,68.147000000
073406,68.155000000
073407,68.164000000
073407,68.164000000
073407,68.161000000
073408,68.158000000
073408,68.161000000
073408,68.161000000
073409,68.160000000
073409,68.160000000
073409,68.159000000
073410,68.159000000
073410,68.156000000
073411,68.156000000
073411,68.157000000
073412,68.117000000
073412,68.158000000
073413,68.158000000
073413,68.157000000
073414,68.157000000
073414,68.157000000
073415,68.157000000
073415,68.156000000
073416,68.156000000
073416,68.158000000
073417,68.158000000
073417,68.159000000
073417,68.157600000
073418,68.159000000
073418,68.160000000
073419,68.162000000
073419,68.157000000
073420,68.157000000
073420,68.155000000
073421,68.155000000
073421,68.158000000
073421,68.156000000
073422,68.157000000
073422,68.157000000
073423,68.157000000
073423,68.157000000
073424,68.157000000
073424,68.157000000
073425,68.157000000
073425,68.159000000
073426,68.159000000
073426,68.158000000
073427,68.159000000
073428,68.159000000
073429,68.159000000
073429,68.156000000
073430,68.156000000
073430,68.152000000
073431,68.152000000
073431,68.156000000
073432,68.156000000
073432,68.152000000
073433,68.152000000
073433,68.153000000
073434,68.153000000
073434,68.153000000
073435,68.153000000
073435,68.156000000
073436,68.156000000
073436,68.153000000
073437,68.153000000
073437,68.153000000
073438,68.153000000
073438,68.156000000
073438,68.156000000
073439,68.153000000
073439,68.153000000
073440,68.153000000
073440,68.153000000
073441,68.153000000
073441,68.153000000
073442,68.155000000
073442,68.115000000
073443,68.153000000
073444,68.153000000
073445,68.153000000
073446,68.153000000
073446,68.157000000
073447,68.157000000
073447,68.157000000
073448,68.157000000
073448,68.154000000
073449,68.154000000
073450,68.154200000
073450,68.154000000
073451,68.154000000
073451,68.157000000
073451,68.154000000
073452,68.157000000
073452,68.157000000
073453,68.157000000
073453,68.154000000
073454,68.154000000
073454,68.153000000
073455,68.153000000
073456,68.153000000
073456,68.156000000
073456,68.156000000
073457,68.157000000
073457,68.157000000
073458,68.152000000
073459,68.151000000
073500,68.166000000
073500,68.152000000
073501,68.154000000
073501,68.157000000
073502,68.157000000
073502,68.158000000
073503,68.158000000
073503,68.160000000
073504,68.160000000
073504,68.155000000
073505,68.155000000
073505,68.161000000
073505,68.161000000
073506,68.160000000
073506,68.160000000
073507,68.159000000
073507,68.159000000
073507,68.160000000
073508,68.160000000
073509,68.159000000
073509,68.159000000
073510,68.159000000
073510,68.159000000
073511,68.158000000
073511,68.158000000
073512,68.158000000
073512,68.158000000
073512,68.118000000
073513,68.158000000
073513,68.158000000
073514,68.156000000
073516,68.156000000
073516,68.158000000
073517,68.161000000
073518,68.161000000
073518,68.161000000
073519,68.159000000
073519,68.162000000
073519,68.162000000
073520,68.163000000
073520,68.163000000
073521,68.163000000
073521,68.163000000
073521,68.162000000
073522,68.165000000
073522,68.165000000
073522,68.164000000
073523,68.165000000
073523,68.165000000
073524,68.162000000
073524,68.162000000
073525,68.162000000
073525,68.162000000
073526,68.165000000
073526,68.165000000
073527,68.165000000
073527,68.165000000
073527,68.164000000
073528,68.164000000
073528,68.163000000
073529,68.163000000
073529,68.160000000
073530,68.160000000
073530,68.160000000
073531,68.160000000
073531,68.165000000
073531,68.165000000
073532,68.175000000
073532,68.165000000
073532,68.165000000
073533,68.165000000
073533,68.165000000
073534,68.163000000
073534,68.163000000
073535,68.161000000
073535,68.161000000
073536,68.160000000
073536,68.160000000
073536,68.160000000
073537,68.160000000
073537,68.159000000
073538,68.159000000
073538,68.156000000
073539,68.154000000
073539,68.155000000
073540,68.155000000
073540,68.156000000
073541,68.156000000
073541,68.158000000
073541,68.158000000
073542,68.120000000
073542,68.158000000
073542,68.158000000
073543,68.156000000
073544,68.156000000
073545,68.157000000
073546,68.158000000
073546,68.159000000
073547,68.165000000
073548,68.163000000
073549,68.157000000
073550,68.160000000
073551,68.156000000
073551,68.161000000
073552,68.157000000
073552,68.161000000
073552,68.159000000
073553,68.159000000
073553,68.158800000
073553,68.159000000
073554,68.159000000
073554,68.160000000
073555,68.160000000
073555,68.159000000
073556,68.159000000
073556,68.159000000
073558,68.159000000
073559,68.159000000
073601,68.160000000
073602,68.162000000
073603,68.160000000
073604,68.160000000
073605,68.159000000
073606,68.160000000
073607,68.161000000
073608,68.161000000
073609,68.160000000
073609,68.163000000
073610,68.160000000
073611,68.160000000
073611,68.164000000
073612,68.164000000
073612,68.125000000
073612,68.164000000
073613,68.164000000
073613,68.165000000
073614,68.165000000
073614,68.163000000
073615,68.163000000
073615,68.162000000
073616,68.162000000
073616,68.162000000
073617,68.162000000
073617,68.161000000
073618,68.161000000
073618,68.161000000
073619,68.161000000
073619,68.160000000
073620,68.160000000
073620,68.160000000
073621,68.160000000
073621,68.162000000
073621,68.162000000
073622,68.162000000
073622,68.165000000
073622,68.165000000
073623,68.164000000
073623,68.164000000
073624,68.162000000
073624,68.162000000
073625,68.163000000
073625,68.166600000
073625,68.163000000
073626,68.164000000
073626,68.164000000
073627,68.164000000
073627,68.164000000
073628,68.165000000
073628,68.165000000
073629,68.162000000
073629,68.162000000
073630,68.162000000
073630,68.162000000
